college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca
Sree Sakthi Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),148.5,129.0,129.5,140.5,123.5,133.5,145.0
Shreenivasa Engineering College- Dharmapuri (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,102.0,,80.0,,,,
Shreenivasa Engineering College- Dharmapuri (Dist),AGRICULTURAL ENGINEERING,92.0,,,,,,
Shreenivasa Engineering College- Dharmapuri (Dist),BIO MEDICAL ENGINEERING,91.5,,,,,,
Shreenivasa Engineering College- Dharmapuri (Dist),COMPUTER SCIENCE AND ENGINEERING,104.0,102.5,85.0,98.5,103.0,,
Shreenivasa Engineering College- Dharmapuri (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,99.0,97.0,88.5,,,,
Shreenivasa Engineering College- Dharmapuri (Dist),INFORMATION TECHNOLOGY,98.0,86.0,85.0,,82.5,91.5,
Shreenivasa Engineering College- Dharmapuri (Dist),MECHANICAL ENGINEERING,84.0,,,,,,
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,183.5,181.0,175.5,173.0,132.0,118.0,134.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",AGRICULTURAL ENGINEERING,165.5,160.0,147.5,,111.0,,
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,180.5,179.0,175.0,174.0,131.5,,127.5
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",BIO TECHNOLOGY,173.0,165.5,153.0,155.5,107.5,,121.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",COMPUTER SCIENCE AND BUSSINESS SYSTEM,181.0,179.0,175.5,,135.5,104.0,132.5
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",COMPUTER SCIENCE AND ENGINEERING,187.5,184.0,182.5,181.5,142.5,112.0,115.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",ELECTRONICS AND COMMUNICATION ENGINEERING,184.0,181.5,176.0,173.5,136.0,119.0,139.5
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,176.5,167.0,167.0,128.0,125.0,132.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",ELECTRONICS AND INSTRUMENTATION ENGINEERING,175.5,174.0,166.0,172.0,118.0,,127.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",INFORMATION TECHNOLOGY,184.0,182.0,176.0,174.5,135.5,134.0,111.0
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",MECHANICAL ENGINEERING,171.0,167.5,160.0,161.5,122.0,,126.5
"Bannari Amman Institute of Technology (Autonomous) - Sathyamangalam, Erode",MECHATRONICS ENGINEERING,173.0,170.0,165.0,146.0,113.0,,
Coimbatore Institute of Engineering and Information Technology - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,171.5,160.5,156.0,159.0,134.0,,123.0
Coimbatore Institute of Engineering and Information Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),158.0,153.0,149.0,154.0,115.5,,138.0
Coimbatore Institute of Engineering and Information Technology - Coimbatore,CIVIL ENGINEERING,130.0,94.0,84.0,120.0,107.0,,
Coimbatore Institute of Engineering and Information Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,170.0,161.5,158.0,154.0,125.0,,151.5
Coimbatore Institute of Engineering and Information Technology - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,171.5,163.0,158.5,148.5,144.0,,103.0
Coimbatore Institute of Engineering and Information Technology - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,149.0,147.0,,102.0,,144.0
Coimbatore Institute of Engineering and Information Technology - Coimbatore,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),142.5,133.0,117.0,107.0,,,
Coimbatore Institute of Engineering and Information Technology - Coimbatore,INFORMATION TECHNOLOGY,169.0,158.0,162.5,164.5,132.0,,129.5
Coimbatore Institute of Engineering and Information Technology - Coimbatore,MECHANICAL ENGINEERING,135.5,91.0,113.0,100.0,,,
Coimbatore Institute of Engineering and Information Technology - Coimbatore,MECHATRONICS ENGINEERING,144.0,121.5,114.0,,107.0,,108.0
Coimbatore Institute of Engineering and Information Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),158.0,153.5,148.5,140.5,112.0,,122.5
C.S.I College of Engineering - Nilgiris,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.5,99.5,82.0,122.0,98.5,,
C.S.I College of Engineering - Nilgiris,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),93.5,,,92.0,89.0,,
C.S.I College of Engineering - Nilgiris,CIVIL ENGINEERING,110.5,,,,,,
C.S.I College of Engineering - Nilgiris,COMPUTER SCIENCE AND ENGINEERING,116.0,87.0,101.5,81.0,88.5,,
C.S.I College of Engineering - Nilgiris,ELECTRONICS AND COMMUNICATION ENGINEERING,92.5,83.5,,,,,
C.S.I College of Engineering - Nilgiris,ELECTRICAL AND ELECTRONICS ENGINEERING,132.5,,,,,,
C.S.I College of Engineering - Nilgiris,INFORMATION TECHNOLOGY,105.5,98.5,98.5,102.5,96.5,,
C.S.I College of Engineering - Nilgiris,MECHANICAL ENGINEERING,86.0,,,,,,
C.S.I College of Engineering - Nilgiris,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),118.0,86.0,,89.5,89.5,,
Dr. Mahalingam College of Engineering and Technology - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.0,176.5,170.0,168.5,122.0,,126.5
Dr. Mahalingam College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),176.5,175.5,169.5,,127.0,,125.5
Dr. Mahalingam College of Engineering and Technology - Coimbatore,AUTOMOBILE ENGINEERING,142.5,131.5,100.5,133.0,92.5,,
Dr. Mahalingam College of Engineering and Technology - Coimbatore,CIVIL ENGINEERING,145.0,126.5,123.5,109.5,127.0,115.0,109.0
Dr. Mahalingam College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,183.5,177.5,170.0,168.5,120.5,,130.5
Dr. Mahalingam College of Engineering and Technology - Coimbatore,ELECTRONICS AND COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY),172.0,168.5,161.5,152.5,106.0,,
Dr. Mahalingam College of Engineering and Technology - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,179.5,175.5,170.0,168.0,84.0,118.0,126.0
Dr. Mahalingam College of Engineering and Technology - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,171.0,166.5,157.5,155.5,99.0,,
Dr. Mahalingam College of Engineering and Technology - Coimbatore,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),173.0,169.5,158.5,166.0,111.5,,
Dr. Mahalingam College of Engineering and Technology - Coimbatore,INFORMATION TECHNOLOGY,180.0,177.0,169.0,171.0,117.5,,126.5
Dr. Mahalingam College of Engineering and Technology - Coimbatore,MECHANICAL ENGINEERING,159.0,150.0,143.5,132.5,98.5,,154.0
Dr. Mahalingam College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),176.5,174.5,167.5,174.5,120.5,,
Erode Sengunthar Engineering College - Erode,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.5,134.5,135.0,104.0,86.5,,132.5
Erode Sengunthar Engineering College - Erode,AGRICULTURAL ENGINEERING,117.5,93.5,96.0,,88.5,,103.0
Erode Sengunthar Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),132.5,125.5,122.0,,90.0,,106.0
Erode Sengunthar Engineering College - Erode,BIO MEDICAL ENGINEERING,115.0,85.0,93.5,,82.5,,83.0
Erode Sengunthar Engineering College - Erode,BIO TECHNOLOGY,122.0,92.5,84.0,90.5,91.5,,98.5
Erode Sengunthar Engineering College - Erode,COMPUTER SCIENCE AND DESIGN,125.0,117.0,118.0,,,,94.0
Erode Sengunthar Engineering College - Erode,CIVIL ENGINEERING,108.0,84.0,85.0,,90.5,,90.5
Erode Sengunthar Engineering College - Erode,CHEMICAL ENGINEERING,106.0,96.5,86.5,,100.0,,
Erode Sengunthar Engineering College - Erode,M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),133.0,109.5,104.5,,95.5,,110.0
Erode Sengunthar Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING,143.0,132.0,125.5,122.0,83.5,,95.5
Erode Sengunthar Engineering College - Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,132.5,117.5,119.0,110.5,,,99.5
Erode Sengunthar Engineering College - Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,120.0,104.5,94.0,,84.5,,82.0
Erode Sengunthar Engineering College - Erode,ELECTRONICS AND INSTRUMENTATION ENGINEERING,125.5,99.5,107.0,,97.5,,
Erode Sengunthar Engineering College - Erode,INFORMATION TECHNOLOGY,139.0,125.0,123.5,92.5,91.5,,96.5
Erode Sengunthar Engineering College - Erode,MECHANICAL ENGINEERING,106.5,83.0,86.5,,101.0,,88.0
Erode Sengunthar Engineering College - Erode,ROBOTICS AND AUTOMATION,119.5,93.5,105.0,,101.0,,92.5
Erode Sengunthar Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),129.5,121.5,119.0,115.5,85.5,,
Erode Sengunthar Engineering College - Erode,MECHANICAL ENGINEERING (TAMIL MEDIUM),82.0,,,,,,
Hindusthan College of Engineering and Technology - Coimbatore,AERONAUTICAL ENGINEERING,167.5,156.0,142.5,149.0,121.0,118.0,154.5
Hindusthan College of Engineering and Technology - Coimbatore,AGRICULTURAL ENGINEERING,137.0,102.0,89.0,112.0,108.5,,130.0
Hindusthan College of Engineering and Technology - Coimbatore,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,183.0,165.5,165.0,153.5,140.0,123.0,125.0
Hindusthan College of Engineering and Technology - Coimbatore,AUTOMOBILE ENGINEERING,130.0,91.5,100.5,83.5,102.0,,124.0
Hindusthan College of Engineering and Technology - Coimbatore,BIO MEDICAL ENGINEERING,154.5,138.5,114.5,143.0,105.5,,105.5
Hindusthan College of Engineering and Technology - Coimbatore,CIVIL ENGINEERING,146.5,107.5,111.0,119.5,110.5,,
Hindusthan College of Engineering and Technology - Coimbatore,CHEMICAL ENGINEERING,155.0,136.0,121.5,142.0,117.5,,
Hindusthan College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,173.5,165.0,161.5,158.5,134.0,132.0,126.5
Hindusthan College of Engineering and Technology - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,166.5,158.0,158.5,155.5,131.5,117.5,130.5
Hindusthan College of Engineering and Technology - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,157.0,149.0,145.5,,111.0,,
Hindusthan College of Engineering and Technology - Coimbatore,ELECTRONICS AND INSTRUMENTATION ENGINEERING,152.0,149.5,141.5,,93.5,,
Hindusthan College of Engineering and Technology - Coimbatore,FOOD TECHNOLOGY,134.5,84.5,90.5,,125.5,,
Hindusthan College of Engineering and Technology - Coimbatore,INFORMATION TECHNOLOGY,180.0,164.0,159.5,157.5,125.5,,104.5
Hindusthan College of Engineering and Technology - Coimbatore,MECHANICAL ENGINEERING,142.0,124.5,105.5,117.5,107.5,,108.0
Hindusthan College of Engineering and Technology - Coimbatore,MECHATRONICS ENGINEERING,145.5,134.0,115.0,133.0,83.5,,100.0
Hindusthan College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),168.5,162.75,158.0,151.5,132.5,,146.5
Institute of Road and Transport Technology - Erode,AUTOMOBILE ENGINEERING,159.0,150.0,149.0,146.5,128.5,,120.0
Institute of Road and Transport Technology - Erode,CIVIL ENGINEERING,167.0,158.5,158.5,158.0,151.0,137.5,156.0
Institute of Road and Transport Technology - Erode,COMPUTER SCIENCE AND ENGINEERING,188.5,185.0,184.0,,173.5,154.0,
Institute of Road and Transport Technology - Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,184.0,181.0,180.0,180.5,171.0,,170.5
Institute of Road and Transport Technology - Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,179.5,172.5,171.5,177.0,153.0,,148.0
Institute of Road and Transport Technology - Erode,INFORMATION TECHNOLOGY,187.5,181.0,182.0,179.0,176.0,,157.5
Institute of Road and Transport Technology - Erode,MECHANICAL ENGINEERING,165.5,162.5,158.0,163.0,143.5,147.0,129.0
Karpagam College of Engineering (Autonomous) - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.5,186.0,186.5,177.0,160.5,158.5,163.0
Karpagam College of Engineering (Autonomous) - Coimbatore,CIVIL ENGINEERING,167.0,154.0,150.5,147.5,130.5,,156.5
Karpagam College of Engineering (Autonomous) - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,189.0,185.5,184.0,185.0,160.0,,172.0
Karpagam College of Engineering (Autonomous) - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,183.0,181.0,180.0,178.5,151.0,124.5,137.5
Karpagam College of Engineering (Autonomous) - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,172.0,169.5,162.5,137.0,150.0,88.0
Karpagam College of Engineering (Autonomous) - Coimbatore,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),181.5,172.0,173.0,166.5,126.5,,137.0
Karpagam College of Engineering (Autonomous) - Coimbatore,INFORMATION TECHNOLOGY,185.0,182.5,182.0,175.0,144.0,138.5,167.0
Karpagam College of Engineering (Autonomous) - Coimbatore,MECHANICAL ENGINEERING,168.5,157.5,143.0,143.5,127.5,109.5,109.0
Karpagam College of Engineering (Autonomous) - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),184.0,182.5,182.0,179.0,152.5,129.0,
Kongu Engineering College (Autonomous) - Erode,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181.5,178.0,174.0,173.5,129.0,,117.5
Kongu Engineering College (Autonomous) - Erode,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,178.5,177.5,173.0,,125.5,,100.5
Kongu Engineering College (Autonomous) - Erode,AUTOMOBILE ENGINEERING,158.0,153.0,150.0,,,,
Kongu Engineering College (Autonomous) - Erode,COMPUTER SCIENCE AND DESIGN,177.5,175.5,169.5,169.5,108.5,,115.0
Kongu Engineering College (Autonomous) - Erode,CIVIL ENGINEERING,168.0,151.5,147.0,160.5,118.5,,
Kongu Engineering College (Autonomous) - Erode,CHEMICAL ENGINEERING,167.5,152.5,147.0,154.0,102.0,,
Kongu Engineering College (Autonomous) - Erode,COMPUTER SCIENCE AND ENGINEERING,185.0,180.5,176.5,172.5,135.5,,117.5
Kongu Engineering College (Autonomous) - Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,182.0,179.0,173.5,173.0,128.5,133.5,119.5
Kongu Engineering College (Autonomous) - Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,176.5,174.0,165.5,160.5,106.5,,149.0
Kongu Engineering College (Autonomous) - Erode,ELECTRONICS AND INSTRUMENTATION ENGINEERING,172.5,170.0,162.0,158.5,106.0,,
Kongu Engineering College (Autonomous) - Erode,FOOD TECHNOLOGY,165.5,155.0,139.0,155.5,106.0,,
Kongu Engineering College (Autonomous) - Erode,INFORMATION TECHNOLOGY,180.0,178.0,174.5,172.5,130.0,136.0,104.5
Kongu Engineering College (Autonomous) - Erode,MECHANICAL ENGINEERING,167.5,161.0,159.0,162.5,109.0,,86.5
Kongu Engineering College (Autonomous) - Erode,MECHATRONICS ENGINEERING,166.5,161.0,153.5,142.0,82.5,,135.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,191.5,189.5,188.0,176.5,,174.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,AERONAUTICAL ENGINEERING,186.5,180.0,173.5,186.0,145.5,,185.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,AUTOMOBILE ENGINEERING,176.5,173.0,166.5,164.5,133.0,,143.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,BIO TECHNOLOGY,186.0,181.5,176.0,180.0,151.0,143.5,162.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,CIVIL ENGINEERING,177.0,174.5,164.5,161.5,141.5,154.5,149.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,194.0,192.5,191.0,192.0,177.5,171.0,176.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,193.0,191.5,190.0,190.0,172.0,140.0,167.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,190.0,188.0,185.5,186.0,162.0,144.0,151.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,ELECTRONICS AND INSTRUMENTATION ENGINEERING,188.0,184.5,179.5,182.0,160.5,,135.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,FASHION TECHNOLOGY,168.0,162.0,149.0,145.0,123.0,,95.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,INFORMATION TECHNOLOGY,192.5,191.5,189.5,191.5,175.0,168.5,158.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,MECHANICAL ENGINEERING,181.0,178.0,174.0,175.5,154.0,134.5,124.5
Kumaraguru College of Technology (Autonomous) - Coimbatore,MECHATRONICS ENGINEERING,184.5,179.5,173.5,176.0,145.0,,119.0
Kumaraguru College of Technology (Autonomous) - Coimbatore,TEXTILE TECHNOLOGY,168.0,161.0,151.0,,125.0,,
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,CIVIL ENGINEERING,105.0,,,,,,
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING,132.0,86.5,86.5,,93.0,108.0,89.0
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,116.5,102.5,97.0,,85.0,,96.5
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,83.5,,,,,,
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,INFORMATION TECHNOLOGY,125.5,84.5,80.5,,90.0,106.5,106.0
M.P. Nachimuthu M. Jaganathan Engineering College - Erode,MECHANICAL ENGINEERING,88.5,,,,80.0,,
Nandha Engineering College - Erode,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.0,141.0,139.5,105.0,89.0,,111.5
Nandha Engineering College - Erode,AGRICULTURAL ENGINEERING,122.5,87.5,84.5,,84.5,,101.5
Nandha Engineering College - Erode,BIO MEDICAL ENGINEERING,134.5,86.0,99.0,,110.5,,122.0
Nandha Engineering College - Erode,CIVIL ENGINEERING,127.5,105.0,91.0,,,,
Nandha Engineering College - Erode,CHEMICAL ENGINEERING,127.0,119.0,114.0,99.0,105.0,,105.0
Nandha Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING (INTERNET OF THINGS),145.0,131.5,135.5,,,,
Nandha Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING,156.0,141.0,136.0,133.0,92.0,,106.0
Nandha Engineering College - Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,143.0,132.0,119.0,93.0,,122.5
Nandha Engineering College - Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,140.0,127.0,122.0,,100.0,,85.0
Nandha Engineering College - Erode,INFORMATION TECHNOLOGY,148.5,140.5,138.0,114.0,84.0,,134.5
Nandha Engineering College - Erode,MECHANICAL ENGINEERING,124.5,111.0,94.0,111.5,90.5,,109.5
Nandha Engineering College - Erode,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),147.0,138.5,134.5,,103.5,,111.5
Park College of Engineering Technology - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133.0,106.5,98.5,108.5,114.0,,
Park College of Engineering Technology - Coimbatore,AERONAUTICAL ENGINEERING,111.5,104.5,96.5,,98.0,,109.5
Park College of Engineering Technology - Coimbatore,AGRICULTURAL ENGINEERING,94.0,,,,,,
Park College of Engineering Technology - Coimbatore,BIO MEDICAL ENGINEERING,113.0,102.0,104.5,,104.0,,
Park College of Engineering Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,138.0,90.0,87.5,132.0,88.5,102.5,134.5
Park College of Engineering Technology - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,136.0,103.5,123.5,,106.5,,
Park College of Engineering Technology - Coimbatore,ELECTRICAL AND ELECTRONICS ENGINEERING,103.0,,,,,,
Park College of Engineering Technology - Coimbatore,GEO INFORMATICS,86.0,,,,,,
Park College of Engineering Technology - Coimbatore,INFORMATION TECHNOLOGY,126.5,110.0,102.0,,102.5,,
Park College of Engineering Technology - Coimbatore,MEDICAL ELECTRONICS ENGINEERING,104.0,,,,,,
Park College of Engineering Technology - Coimbatore,MECHANICAL ENGINEERING,95.0,,95.0,,,,
Park College of Engineering Technology - Coimbatore,MECHATRONICS ENGINEERING,99.0,,,,,,
Park College of Engineering Technology - Coimbatore,ROBOTICS AND AUTOMATION,114.5,86.5,109.5,,90.0,,
Park College of Engineering Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),131.5,124.5,121.0,,109.0,,
Park College of Engineering Technology - Coimbatore,TEXTILE TECHNOLOGY,93.0,,,,,,
Sasurie College of Engineering - Thiruppur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.5,94.0,82.0,,81.0,,117.0
Sasurie College of Engineering - Thiruppur (Dist),CIVIL ENGINEERING,103.5,,,,,,
Sasurie College of Engineering - Thiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING,114.5,97.0,81.5,102.0,88.5,,85.5
Sasurie College of Engineering - Thiruppur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,89.5,,,,,,
Sasurie College of Engineering - Thiruppur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,96.0,,95.5,,,,82.5
Sasurie College of Engineering - Thiruppur (Dist),INFORMATION TECHNOLOGY,118.5,94.5,82.5,98.0,84.0,,88.0
Sasurie College of Engineering - Thiruppur (Dist),MECHANICAL ENGINEERING,84.0,,,,,,
Sasurie College of Engineering - Thiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),105.0,88.0,80.5,82.0,83.0,,
Sri Krishna College of Engineering and Technology - Coimbatore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.0,188.5,187.0,185.5,167.5,144.0,166.0
Sri Krishna College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.5,186.0,183.5,,156.5,,144.135
Sri Krishna College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND DESIGN,186.0,185.0,183.0,185.0,152.5,,159.5
Sri Krishna College of Engineering and Technology - Coimbatore,CIVIL ENGINEERING,172.0,168.5,164.5,171.5,139.0,,105.5
Sri Krishna College of Engineering and Technology - Coimbatore,M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),185.5,182.5,179.0,181.0,151.5,114.0,130.5
Sri Krishna College of Engineering and Technology - Coimbatore,COMPUTER SCIENCE AND ENGINEERING,192.0,190.0,188.0,187.0,169.5,160.5,157.0
Sri Krishna College of Engineering and Technology - Coimbatore,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.5,186.0,186.5,162.5,149.0,149.0
